sample,FBN1,TCF7L1,CCL5,FN1,ADAMDEC1,CTSK,COL3A1,CD74,TIMP3,POSTN,CXCL9,SALL2,NUAK1,SLAMF7,CYTIP,TAP1,FCER1G,COL5A1,ABCC3,THBS2,COL1A2,CD3e,OLFML3,ADAM12,CRISPLD2,INHBA,GFPT2,SPARC,FAP,PDGFRB,LUM,CD3D,VCAN,EPB41L3,DCN,LRRC15,SLAMF8,CD27,COL5A2,LOX,COL11A1,CD2,PDZK1IP1,TMEM45A,CD38,HMGA2,CD8A,AXL,CXCL11,CD68,FGF1,CSF1R,TAGLN,TLR4,ZNF423
20181129_OTTA3-001-SYD-20H_DOVE42303_05,-0.5830471689514893,-4.653723691306261,-3.691305218729591,3.4737503172622297,-5.67158075695525,0.6857983622365695,4.863766766169183,2.104191598878364,0.9906902344368783,0.3744336440050595,-4.259551027103791,-4.126381493963758,-2.899377443484467,-4.5529169613921265,-4.3626632397316065,-3.7089582561258694,-3.5108995528120217,0.9968795158387558,-2.0095571021111662,0.6978968222253756,3.443684576307543,-6.579841526186013,-1.6392505003843918,-3.006481449451515,-1.9364383714910516,-1.7566747554574942,-5.767990715464696,3.198891991634364,-0.9402054297529769,-1.2270355371611172,2.8516016062847322,-6.728861706940888,-1.3922845408090718,-3.4236674193311805,1.5650377040270829,-1.4240979415537502,-6.2460144441842544,-5.915229998996015,0.2636587352221833,-1.366062567558397,1.0473798755553854,-5.950847738291302,-3.050836431208537,-3.1309729444774033,-6.500450345495908,-4.511669130295402,-6.676779489451038,-2.6876858211740196,-4.46552293437811,-3.7383485254637012,-3.627684299927706,-6.312177207109609,0.5215111857091799,-4.22908677272525,-5.739604144080743
20181129_OTTA3-001-SYD-20H_DOVE43211_11,-1.1818854413306439,-4.40011291408257,-2.8826202990063945,2.729565006953001,-5.557903809977966,-0.10193972088178982,4.83750328767124,2.784461081003613,1.4097342556909784,0.3955667475661524,-4.525755003140835,-4.045885903893761,-2.47063618321295,-4.268704586395369,-3.4633039843988893,-4.540311875374366,-2.9918780473224245,1.0172668362330761,-2.471766221594542,0.44581069968836196,3.0384953649798003,-4.753551684807584,-1.7047749490345896,-2.5198271151196945,-1.3877306911142901,-2.7073936177944145,-5.064760006481303,3.3291976020961163,-1.5401425504744068,-1.4519395397009562,2.5395953990089213,-5.010496488187673,-1.0342807895745572,-2.407068130186933,1.582974977528871,-2.7171760804214564,-5.795558348667508,-5.30028572160506,0.11637892690302665,-1.2343124097342804,-0.03835815452447955,-4.592033967859967,-3.705910921123303,-3.198284431348102,-6.517243349976461,-6.954369993708392,-4.298021098146252,-3.0181862798465104,-5.918476071881236,-2.411489139126271,-3.4988026400539365,-4.763324423429506,0.8304715180360613,-3.073455411773772,-4.9214405946961195
20181129_OTTA3-001-SYD-20H_TAOC00241_07,-0.4843297746875641,-4.077850172742935,-2.19072059442207,3.3102114760037527,-5.4582749108038815,0.9203199591974884,5.600826244049221,1.7631781053694002,1.9514190670063205,-0.778445689081962,-2.1393577922850757,-3.333449069107898,-3.163112081503774,-3.4431396408098065,-3.502431804665922,-3.905634657209496,-3.2018158825703167,1.029617400652046,-2.9897315882442608,1.4752531719970141,4.379085773414202,-5.000692466766248,-0.6179774423903068,-2.9188847526303876,-0.45258376496148633,-0.25649301285840487,-4.262196223536557,4.582456861007714,-1.7366186717452408,-1.7291053644377028,2.3786813764513512,-5.017578653385971,-1.1745616008813857,-2.3691361961150026,1.5552401995156842,-1.4152237042561744,-5.295309286706412,-5.119984299452265,1.2655254737581194,-0.9115541578043755,1.2752272732484715,-5.083740359755139,-4.3279509537082586,-2.7469128506472384,-5.943681970650738,-3.530841742844663,-3.6868945001286857,-1.9060382348270704,-4.0410711543506395,-2.7617949099154746,-3.9595159913110267,-5.04678413696588,2.130446520171896,-3.6775006130650545,-4.888678471106923
20181129_OTTA3-001-SYD-20H_TAOC00518_10,-1.1515466545730226,-4.644699246214121,-2.6912371917918994,3.0038276473680483,-5.665123105114333,-0.9109582897573036,4.4377447443860145,2.4383003631071,0.5127708387501718,-2.02966197778244,-3.499198336682442,-3.6821038381008036,-3.207590415661358,-3.8801409257917703,-4.326116183218731,-3.684931039718722,-2.9743301409080423,0.7594870616269394,-3.078743238343589,0.7576822413917037,3.149999271762482,-5.160093153457257,-1.207978664116458,-3.9958224021516813,-1.9052033603478704,-2.6019194750222567,-5.5123264949157385,3.915887224097468,-2.8195663171813123,-2.691179263392601,1.3629428437613713,-4.968171730414396,-2.1485196677017444,-2.6399170815389548,0.6211520646092132,-3.3140156955987585,-5.543933424162401,-5.117488684449743,0.27723705684073807,-1.1997093153445002,0.17540827726602926,-4.362664016291639,-2.5876204899111204,-2.981968288542197,-4.912266623496245,-6.226686741328016,-3.707870528334066,-2.626191461007622,-4.782329158235265,-2.8651021845039413,-5.418921931489579,-4.204201342077871,2.140561828364632,-3.4071432027866533,-5.130605640672974
20181129_OTTA3-001-SYD-20H_TAOC02440_08,-1.1374502570045535,-4.528058091190322,-1.2986661204454308,3.3923995450817923,-4.351216115614621,-0.3697781687773303,5.205269035314355,1.7827450510354659,0.6885720169005657,-1.5979254268238396,-1.8723931209248268,-4.491529071915259,-2.8840463895251554,-3.4231750506606,-3.424406497504803,-4.191803071741354,-3.565388565906909,1.123025633514094,-2.2977092904647223,0.6834802216596072,3.8240012566420383,-4.140807815209375,-0.5334420955964911,-3.1384797033102796,-0.8958653758253763,-1.9403882733054214,-4.63752461158071,4.381677272009867,-2.534527510157975,-2.7280684536717628,2.0116915663346537,-4.665985959667661,-2.0498596872792745,-2.399167543468816,0.8270803238893769,-3.2421693407650345,-5.888944635665887,-4.726437129727434,0.3700553024283517,-1.5349827812459589,0.30094401386766156,-4.244275339647208,-5.279056591522167,-3.1541693539520517,-5.708146770552104,-7.3187144919055624,-2.359710735455433,-3.06880429700211,-4.057668163878572,-2.8475435790171826,-5.612832335012065,-4.867831003655373,1.7607227987537613,-3.8283366237945216,-5.172067741006117
20181129_OTTA3-001-SYD-20H_TPOC10081_06,-1.2392524965052352,-3.9607809258133475,-3.0996347733888787,4.2077884469733196,-2.747712596710671,0.23096847723432723,5.0115846561359305,2.3249668679215354,1.7809182266990349,0.44466679346758364,-3.6549910024940258,-3.562063957466539,-2.1389407193331995,-3.650996014912076,-3.495408395072353,-3.311529841932433,-2.458616579634842,1.614263074391647,-1.9508679605410832,1.268653443894763,3.5817393366257466,-6.238667706336327,-1.6446049013127104,-2.571602340092179,-2.584390277184459,-2.252851785952405,-4.830558638093495,3.5276485390916617,-0.8143408398993142,-1.6414113410092712,2.432379649483969,-6.1271684024548065,-1.1448913317504643,-2.0988936041390636,1.318820215983046,-2.8841521079567443,-5.314437562563444,-5.917023007328228,0.15565030325201001,0.3847167590030969,1.0870247272142453,-5.386630777377524,-4.304475545229719,-2.306124890121089,-5.183027518444855,-2.9577932929373727,-5.092629537522143,-2.1504392172543536,-2.5282129626927725,-1.8766672784816445,-4.211002628496056,-5.170191704852179,0.5636382653769108,-3.4703195451382762,-5.742898527166144
20181129_OTTA3-001-SYD-20H_TPOL00833_04,-0.4546604916558272,-2.406527954343165,-1.6898954650743954,4.504530620274998,-3.1670344552201195,0.5838671409754281,4.92566888088094,2.9133390336465137,1.777890679581335,-0.25807416091351,-3.538093528658886,-2.8594093127333986,-1.3682074797865202,-3.3319339656220475,-3.130517071825736,-3.091491893851767,-2.991160739317967,1.4312669567631293,-1.173900237942552,0.979957763877495,3.8890806786492327,-4.447542338977864,-1.3619243732905821,-3.180960484337561,-2.3717583646072575,-1.4505507155363127,-4.612776709236873,3.2197932434489975,-1.214875994512374,-1.457569265127419,2.888655973133358,-4.443792364428207,-0.603875246936942,-1.68227863857362,1.6799463997826514,-1.3152215785868862,-4.580174250702909,-5.179971242179735,0.7163634991571881,-1.2916873146441867,1.512541659975955,-3.8810697127687384,-3.9774300771371673,-1.9492929365333755,-4.824450516576552,-2.614177092199011,-2.777951897439543,-2.382460219902951,-3.3169802377408777,-2.82301260952309,-3.101634627839319,-4.207996423975358,1.0055151976060692,-3.0689351790452446,-2.857940115922138
20181129_OTTA3-001-SYD-20H_TSRF40163_12,-1.528524253105704,-3.516991385862151,-3.4657766109562087,2.6767849715393837,-5.668782708854942,-0.2783581499779013,4.890834044446059,1.018710427053513,0.9152625905747224,-0.4296034067650851,-3.7779994654235023,-2.7448786953248385,-2.2946272325082853,-2.8437947588683405,-3.0300111507238396,-4.302640826620948,-3.3977645230055686,0.7121179432774103,-1.5448975477078162,0.9808408962379056,3.7666799872235277,-4.881057814823077,-1.0469651803490936,-4.423174462765816,-1.5232012909741655,-0.05625739601394919,-4.2426937414407195,3.5980664932777686,-1.5627418627462024,-2.016562983169772,1.1165400266079795,-4.507852613416759,-1.9145801624904144,-2.286993677866006,0.42734360219990003,-1.7718675703184399,-3.491821028635152,-3.6868636946255657,1.0386014813467919,-1.3166352767311906,0.6350111666434475,-3.446261670648865,-3.6415603425486816,-2.745199980851806,-3.905666750932827,-4.071697337211942,-3.8301001600423135,-2.7417296645735183,-3.0297765243652917,-3.2984159216817206,-3.382576698453083,-4.50445919277077,1.446906992549394,-3.0781557311235885,-4.347412449383652
20181129_OTTA3-001-SYD-20H_TWMH00559_09,-0.6045044246831792,-3.4502125753473027,-1.1678890610178958,4.443726684850322,-3.6898619827190524,0.40213826841792844,5.936890071295869,2.58875730140344,1.538904563466661,-1.1667219701224252,-2.5237161717387324,-3.937658451735105,-1.8137007227208266,-2.8473199980468227,-3.0934811549429426,-3.3010064664149783,-2.947989821834763,2.2048049791998414,-2.043443773807368,2.0205860960697084,4.652107034186908,-4.10902605902842,0.3142834354195654,-2.3692925321643425,-0.3542691128123798,-0.45845505388881236,-4.232225200648794,4.796413856591991,-0.868994433202106,-1.6130362447745243,2.8473290916300753,-4.754368674236037,-0.7124895038272423,-1.7091040310088053,2.2594879772432916,-2.8259031798445555,-4.910587497423546,-4.065115472866986,1.3555554965535868,-0.2713336409119096,1.8263364700851485,-3.851252151989116,-3.999245264238566,-2.443053522926372,-4.6176660394527165,-5.660629446102937,-2.4318459136443398,-1.9241993964960908,-3.1156996713988336,-2.4694460754410468,-3.1716876761649306,-4.059592073785755,2.217550199358815,-2.735767891632895,-4.656187936419045
20181129_OTTA3-002-SYD-20H_DOVE42270_09,-1.563147267372988,-3.9724407072797288,-3.3214868049748323,3.4991597034211797,-4.337237464093932,-0.7783974151078967,5.557944108399557,2.8991954230153425,-0.44580345289836154,0.4704006943595427,-4.8556491908815325,-4.116484366404911,-2.5143839713943295,-5.173235739926813,-3.0929930046431906,-4.293498810151606,-2.239372676573836,1.8935239661226835,-1.5038290342209897,1.081539380315746,3.667576882891593,-5.521542675185066,-0.8818257851817033,-2.3045704254553634,-0.8355914923832741,-0.9177891853714897,-3.9785022620605703,4.002634196246177,-0.976126356250461,-1.8465988636767117,2.1396254632966807,-5.6294353167730264,-0.748167972424111,-2.0400990196809614,1.7486787281317546,-4.583361947734334,-5.4128820146873915,-5.607924680677805,0.5691524294229604,-0.3318442514548261,-0.06623040767486943,-4.872505454432993,-3.6833500650355098,-2.7213129781327337,-5.614753061512113,-5.905328203768738,-5.01355769414487,-2.4768092656856204,-7.13903939946121,-1.7318263187630392,-4.355875627188347,-4.702257396313978,1.7848785375540963,-3.369904850079545,-5.561964063479539
